,Section,Section name,SIC2dg1,Division name,Group,Group name,Class,Class name,Sub class,Sub class name
497, G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",479,"Retail trade not in stores, stalls or markets",4799,"Other retail sale not in stores, stalls or markets",nan,
498, H,Transportation and storage,49,Land transport and transport via pipelines,491,"Passenger rail transport, interurban",4910,"Passenger rail transport, interurban",nan,
499, H,Transportation and storage,49,Land transport and transport via pipelines,492,Freight rail transport,4920,Freight rail transport,nan,
500, H,Transportation and storage,49,Land transport and transport via pipelines,493,Other passenger land transport,4931,Urban and suburban passenger land transport,nan,
501, H,Transportation and storage,49,Land transport and transport via pipelines,493,Other passenger land transport,4931,Urban and suburban passenger land transport,49311,"Urban, suburban or metropolitan area passenger railway transportation by underground, metro and similar systems"
502, H,Transportation and storage,49,Land transport and transport via pipelines,493,Other passenger land transport,4931,Urban and suburban passenger land transport,49319,"Urban, suburban or metropolitan area passenger land transport other than railway transportation by underground, metro and similar systems"
503, H,Transportation and storage,49,Land transport and transport via pipelines,493,Other passenger land transport,4932,Taxi operation,nan,
504, H,Transportation and storage,49,Land transport and transport via pipelines,493,Other passenger land transport,4939,Other passenger land transport n.e.c.,nan,
505, H,Transportation and storage,49,Land transport and transport via pipelines,494,Freight transport by road and removal services,4941,Freight transport by road,nan,
506, H,Transportation and storage,49,Land transport and transport via pipelines,494,Freight transport by road and removal services,4942,Removal services,nan,
507, H,Transportation and storage,49,Land transport and transport via pipelines,495,Transport via pipeline,4950,Transport via pipeline,nan,
508, H,Transportation and storage,50,Water transport,501,Sea and coastal passenger water transport,5010,Sea and coastal passenger water transport,nan,
509, H,Transportation and storage,50,Water transport,502,Sea and coastal freight water transport,5020,Sea and coastal freight water transport,nan,
510, H,Transportation and storage,50,Water transport,503,Inland passenger water transport,5030,Inland passenger water transport,nan,
511, H,Transportation and storage,50,Water transport,504,Inland freight water transport,5040,Inland freight water transport,nan,
512, H,Transportation and storage,51,Air transport,511,Passenger air transport,5110,Passenger air transport,nan,
513, H,Transportation and storage,51,Air transport,511,Passenger air transport,5110,Passenger air transport,51101,Scheduled passenger air transport
514, H,Transportation and storage,51,Air transport,511,Passenger air transport,5110,Passenger air transport,51102,Non-scheduled passenger air transport
515, H,Transportation and storage,51,Air transport,512,Freight air transport and space transport,5121,Freight air transport,nan,
516, H,Transportation and storage,51,Air transport,512,Freight air transport and space transport,5122,Space transport,nan,
517, H,Transportation and storage,52,Warehousing and support activities for transportation,521,Warehousing and storage,5210,Warehousing and storage,nan,
518, H,Transportation and storage,52,Warehousing and support activities for transportation,521,Warehousing and storage,5210,Warehousing and storage,52101,Operation of warehousing and storage facilities for water transport activities of division 50
519, H,Transportation and storage,52,Warehousing and support activities for transportation,521,Warehousing and storage,5210,Warehousing and storage,52102,Operation of warehousing and storage facilities for air transport activities of division 51
520, H,Transportation and storage,52,Warehousing and support activities for transportation,521,Warehousing and storage,5210,Warehousing and storage,52103,Operation of warehousing and storage facilities for land transport activities of division 49
521, H,Transportation and storage,52,Warehousing and support activities for transportation,522,Support activities for transportation,5221,Service activities incidental to land transportation,nan,
522, H,Transportation and storage,52,Warehousing and support activities for transportation,522,Support activities for transportation,5221,Service activities incidental to land transportation,52211,Operation of rail freight terminals
523, H,Transportation and storage,52,Warehousing and support activities for transportation,522,Support activities for transportation,5221,Service activities incidental to land transportation,52212,Operation of rail passenger facilities at railway stations
524, H,Transportation and storage,52,Warehousing and support activities for transportation,522,Support activities for transportation,5221,Service activities incidental to land transportation,52213,Operation of bus and coach passenger facilities at bus and coach stations
525, H,Transportation and storage,52,Warehousing and support activities for transportation,522,Support activities for transportation,5221,Service activities incidental to land transportation,52219,"Other service activities incidental to land transportation, n.e.c. (not including operation of rail freight terminals, passenger facilities at railway stations or passenger facilities at bus and coach stations)"
526, H,Transportation and storage,52,Warehousing and support activities for transportation,522,Support activities for transportation,5222,Service activities incidental to water transportation,nan,
527, H,Transportation and storage,52,Warehousing and support activities for transportation,522,Support activities for transportation,5223,Service activities incidental to air transportation,nan,
528, H,Transportation and storage,52,Warehousing and support activities for transportation,522,Support activities for transportation,5224,Cargo handling,nan,
529, H,Transportation and storage,52,Warehousing and support activities for transportation,522,Support activities for transportation,5224,Cargo handling,52241,Cargo handling for water transport activities of division 50
530, H,Transportation and storage,52,Warehousing and support activities for transportation,522,Support activities for transportation,5224,Cargo handling,52242,Cargo handling for air transport activities of division 51
531, H,Transportation and storage,52,Warehousing and support activities for transportation,522,Support activities for transportation,5224,Cargo handling,52243,Cargo handling for land transport activities of division 49
532, H,Transportation and storage,52,Warehousing and support activities for transportation,522,Support activities for transportation,5229,Other transportation support activities,nan,
533, H,Transportation and storage,53,Postal and courier activities,531,Postal activities under universal service obligation,5310,Postal activities under universal service obligation,nan,
534, H,Transportation and storage,53,Postal and courier activities,532,Other postal and courier activities,5320,Other postal and courier activities,nan,
535, H,Transportation and storage,53,Postal and courier activities,532,Other postal and courier activities,5320,Other postal and courier activities,53201,Licensed Carriers
536, H,Transportation and storage,53,Postal and courier activities,532,Other postal and courier activities,5320,Other postal and courier activities,53202,Unlicensed Carriers
537, I,Accommodation and food service activities,55,Accommodation,551,Hotels and similar accommodation,5510,Hotels and similar accommodation,nan,
538, I,Accommodation and food service activities,55,Accommodation,552,Holiday and other short-stay accommodation,5520,Holiday and other short-stay accommodation,nan,
539, I,Accommodation and food service activities,55,Accommodation,552,Holiday and other short-stay accommodation,5520,Holiday and other short-stay accommodation,55201,Holiday centres and villages
540, I,Accommodation and food service activities,55,Accommodation,552,Holiday and other short-stay accommodation,5520,Holiday and other short-stay accommodation,55202,Youth hostels
541, I,Accommodation and food service activities,55,Accommodation,552,Holiday and other short-stay accommodation,5520,Holiday and other short-stay accommodation,55209,Other holiday and other short-stay accommodation (not including holiday centres and villages or youth hostels) n.e.c.
542, I,Accommodation and food service activities,55,Accommodation,553,"Camping grounds, recreational vehicle parks and trailer parks",5530,"Camping grounds, recreational vehicle parks and trailer parks",nan,
543, I,Accommodation and food service activities,55,Accommodation,559,Other accommodation,5590,Other accommodation,nan,
544, I,Accommodation and food service activities,56,Food and beverage service activities,561,Restaurants and mobile food service activities,5610,Restaurants and mobile food service activities,nan,
545, I,Accommodation and food service activities,56,Food and beverage service activities,561,Restaurants and mobile food service activities,5610,Restaurants and mobile food service activities,56101,Licensed restaurants
546, I,Accommodation and food service activities,56,Food and beverage service activities,561,Restaurants and mobile food service activities,5610,Restaurants and mobile food service activities,56102,Unlicensed restaurants and cafes
547, I,Accommodation and food service activities,56,Food and beverage service activities,561,Restaurants and mobile food service activities,5610,Restaurants and mobile food service activities,56103,Take away food shops and mobile food stands
548, I,Accommodation and food service activities,56,Food and beverage service activities,562,Event catering and other food service activities,5621,Event catering activities,nan,
549, I,Accommodation and food service activities,56,Food and beverage service activities,562,Event catering and other food service activities,5629,Other food service activities,nan,
550, I,Accommodation and food service activities,56,Food and beverage service activities,563,Beverage serving activities,5630,Beverage serving activities,nan,
551, I,Accommodation and food service activities,56,Food and beverage service activities,563,Beverage serving activities,5630,Beverage serving activities,56301,Licensed clubs
552, I,Accommodation and food service activities,56,Food and beverage service activities,563,Beverage serving activities,5630,Beverage serving activities,56302,Public houses and bars
553,J,Information and communication,58,Publishing activities,581,"Publishing of books, periodicals and other publishing activities",5811,Book publishing,nan,
554,J,Information and communication,58,Publishing activities,581,"Publishing of books, periodicals and other publishing activities",5812,Publishing of directories and mailing lists,nan,
555,J,Information and communication,58,Publishing activities,581,"Publishing of books, periodicals and other publishing activities",5813,Publishing of newspapers,nan,
556,J,Information and communication,58,Publishing activities,581,"Publishing of books, periodicals and other publishing activities",5814,Publishing of journals and periodicals,nan,
557,J,Information and communication,58,Publishing activities,581,"Publishing of books, periodicals and other publishing activities",5814,Publishing of journals and periodicals,58141,Publishing of learned journals
558,J,Information and communication,58,Publishing activities,581,"Publishing of books, periodicals and other publishing activities",5814,Publishing of journals and periodicals,58142,"Publishing of consumer, business and professional journals and periodicals"
559,J,Information and communication,58,Publishing activities,581,"Publishing of books, periodicals and other publishing activities",5819,Other publishing activities,nan,
560,J,Information and communication,58,Publishing activities,582,Software publishing,5821,Publishing of computer games,nan,
561,J,Information and communication,58,Publishing activities,582,Software publishing,5829,Other software publishing,nan,
562,J,Information and communication,59,"Motion picture, video and television programme production, sound recording and music publishing activities",591,"Motion picture, video and television programme activities",5911,"Motion picture, video and television programme production activities",nan,
563,J,Information and communication,59,"Motion picture, video and television programme production, sound recording and music publishing activities",591,"Motion picture, video and television programme activities",5911,"Motion picture, video and television programme production activities",59111,Motion picture production activities
564,J,Information and communication,59,"Motion picture, video and television programme production, sound recording and music publishing activities",591,"Motion picture, video and television programme activities",5911,"Motion picture, video and television programme production activities",59112,Video production activities
565,J,Information and communication,59,"Motion picture, video and television programme production, sound recording and music publishing activities",591,"Motion picture, video and television programme activities",5911,"Motion picture, video and television programme production activities",59113,Television programme production activities
566,J,Information and communication,59,"Motion picture, video and television programme production, sound recording and music publishing activities",591,"Motion picture, video and television programme activities",5912,"Motion picture, video and television programme post-production activities",nan,
567,J,Information and communication,59,"Motion picture, video and television programme production, sound recording and music publishing activities",591,"Motion picture, video and television programme activities",5913,"Motion picture, video and television programme distribution activities",nan,
568,J,Information and communication,59,"Motion picture, video and television programme production, sound recording and music publishing activities",591,"Motion picture, video and television programme activities",5913,"Motion picture, video and television programme distribution activities",59131,Motion picture distribution activities
569,J,Information and communication,59,"Motion picture, video and television programme production, sound recording and music publishing activities",591,"Motion picture, video and television programme activities",5913,"Motion picture, video and television programme distribution activities",59132,Video distribution activities
570,J,Information and communication,59,"Motion picture, video and television programme production, sound recording and music publishing activities",591,"Motion picture, video and television programme activities",5913,"Motion picture, video and television programme distribution activities",59133,Television programme distribution activities
571,J,Information and communication,59,"Motion picture, video and television programme production, sound recording and music publishing activities",591,"Motion picture, video and television programme activities",5914,Motion picture projection activities,nan,
572,J,Information and communication,59,"Motion picture, video and television programme production, sound recording and music publishing activities",592,Sound recording and music publishing activities,5920,Sound recording and music publishing activities,nan,
573,J,Information and communication,60,Programming and broadcasting activities,601,Radio broadcasting,6010,Radio broadcasting,nan,
574,J,Information and communication,60,Programming and broadcasting activities,602,Television programming and broadcasting activities,6020,Television programming and broadcasting activities,nan,
575,J,Information and communication,61,Telecommunications,611,Wired telecommunications activities,6110,Wired telecommunications activities,nan,
576,J,Information and communication,61,Telecommunications,612,Wireless telecommunications activities,6120,Wireless telecommunications activities,nan,
577,J,Information and communication,61,Telecommunications,613,Satellite telecommunications activities,6130,Satellite telecommunications activities,nan,
578,J,Information and communication,61,Telecommunications,619,Other telecommunications activities,6190,Other telecommunications activities,nan,
579,J,Information and communication,62,"Computer programming, consultancy and related activities",620,"Computer programming, consultancy and related activities",6201,Computer programming activities,nan,
580,J,Information and communication,62,"Computer programming, consultancy and related activities",620,"Computer programming, consultancy and related activities",6201,Computer programming activities,62011,Ready-made interactive leisure and entertainment software development
581,J,Information and communication,62,"Computer programming, consultancy and related activities",620,"Computer programming, consultancy and related activities",6201,Computer programming activities,62012,Business and domestic software development
582,J,Information and communication,62,"Computer programming, consultancy and related activities",620,"Computer programming, consultancy and related activities",6202,Computer consultancy activities,nan,
583,J,Information and communication,62,"Computer programming, consultancy and related activities",620,"Computer programming, consultancy and related activities",6203,Computer facilities management activities,nan,
584,J,Information and communication,62,"Computer programming, consultancy and related activities",620,"Computer programming, consultancy and related activities",6209,Other information technology and computer service activities,nan,
585,J,Information and communication,63,Information service activities,631,"Data processing, hosting and related activities; web portals",6311,"Data processing, hosting and related activities",nan,
586,J,Information and communication,63,Information service activities,631,"Data processing, hosting and related activities; web portals",6312,Web portals,nan,
587,J,Information and communication,63,Information service activities,639,Other information service activities,6391,News agency activities,nan,
588,J,Information and communication,63,Information service activities,639,Other information service activities,6399,Other information service activities n.e.c.,nan,
589, K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,6411,Central banking,nan,
590, K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,6419,Other monetary intermediation,nan,
591, K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,6419,Other monetary intermediation,64191,Banks
592, K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,6419,Other monetary intermediation,64192,Building societies
593, K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",642,Activities of holding companies,6420,Activities of holding companies,nan,
594, K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",642,Activities of holding companies,6420,Activities of holding companies,64201,Activities of agricultural holding companies
595, K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",642,Activities of holding companies,6420,Activities of holding companies,64202,Activities of production holding companies
596, K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",642,Activities of holding companies,6420,Activities of holding companies,64203,Activities of construction holding companies
597, K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",642,Activities of holding companies,6420,Activities of holding companies,64204,Activities of distribution holding companies
598, K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",642,Activities of holding companies,6420,Activities of holding companies,64205,Activities of financial services holding companies
599, K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",642,Activities of holding companies,6420,Activities of holding companies,64209,"Activities of other holding companies (not including agricultural, production, construction, distribution and financial services holding companies) n.e.c."
600, K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",643,"Trusts, funds and similar financial entities",6430,"Trusts, funds and similar financial entities",nan,
601, K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",643,"Trusts, funds and similar financial entities",6430,"Trusts, funds and similar financial entities",64301,Activities of investment trusts
602, K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",643,"Trusts, funds and similar financial entities",6430,"Trusts, funds and similar financial entities",64302,Activities of unit trusts
603, K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",643,"Trusts, funds and similar financial entities",6430,"Trusts, funds and similar financial entities",64303,Activities of venture and development capital companies
604, K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",643,"Trusts, funds and similar financial entities",6430,"Trusts, funds and similar financial entities",64304,Activities of open-ended investment companies
605, K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",643,"Trusts, funds and similar financial entities",6430,"Trusts, funds and similar financial entities",64305,Activities of property unit trusts
606, K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",643,"Trusts, funds and similar financial entities",6430,"Trusts, funds and similar financial entities",64306,Activities of real estate investment trusts
607, K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",649,"Other financial service activities, except insurance and pension funding",6491,Financial leasing,nan,
608, K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",649,"Other financial service activities, except insurance and pension funding",6492,Other credit granting,nan,
609, K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",649,"Other financial service activities, except insurance and pension funding",6492,Other credit granting,64921,Credit granting by non-deposit taking finance houses and other specialist consumer credit grantors
610, K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",649,"Other financial service activities, except insurance and pension funding",6492,Other credit granting,64922,Activities of mortgage finance companies
611, K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",649,"Other financial service activities, except insurance and pension funding",6492,Other credit granting,64929,Other credit granting (not including credit granting by non-deposit taking finance houses and other specialist consumer credit grantors and activities of mortgage finance companies) n.e.c.
612, K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",649,"Other financial service activities, except insurance and pension funding",6499,"Other financial service activities, except insurance and pension funding, n.e.c.",nan,
613, K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",649,"Other financial service activities, except insurance and pension funding",6499,"Other financial service activities, except insurance and pension funding, n.e.c.",64991,Security dealing on own account
614, K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",649,"Other financial service activities, except insurance and pension funding",6499,"Other financial service activities, except insurance and pension funding, n.e.c.",64992,Factoring
615, K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",649,"Other financial service activities, except insurance and pension funding",6499,"Other financial service activities, except insurance and pension funding, n.e.c.",64999,"Other financial service activities, except insurance and pension funding, (not including security dealing on own account and factoring) n.e.c."
616, K,Financial and insurance activities,65,"Insurance, reinsurance and pension funding, except compulsory social security",651,Insurance,6511,Life insurance,nan,
617, K,Financial and insurance activities,65,"Insurance, reinsurance and pension funding, except compulsory social security",651,Insurance,6512,Non-life insurance,nan,
618, K,Financial and insurance activities,65,"Insurance, reinsurance and pension funding, except compulsory social security",652,Reinsurance,6520,Reinsurance,nan,
619, K,Financial and insurance activities,65,"Insurance, reinsurance and pension funding, except compulsory social security",652,Reinsurance,6520,Reinsurance,65201,Life reinsurance
620, K,Financial and insurance activities,65,"Insurance, reinsurance and pension funding, except compulsory social security",652,Reinsurance,6520,Reinsurance,65202,Non-life reinsurance
621, K,Financial and insurance activities,65,"Insurance, reinsurance and pension funding, except compulsory social security",653,Pension funding,6530,Pension funding,nan,
622, K,Financial and insurance activities,66,Activities auxiliary to financial services and insurance activities,661,"Activities auxiliary to financial services, except insurance and pension funding",6611,Administration of financial markets,nan,
623, K,Financial and insurance activities,66,Activities auxiliary to financial services and insurance activities,661,"Activities auxiliary to financial services, except insurance and pension funding",6612,Security and commodity contracts brokerage,nan,
624, K,Financial and insurance activities,66,Activities auxiliary to financial services and insurance activities,661,"Activities auxiliary to financial services, except insurance and pension funding",6619,"Other activities auxiliary to financial services, except insurance and pension funding",nan,
625, K,Financial and insurance activities,66,Activities auxiliary to financial services and insurance activities,662,Activities auxiliary to insurance and pension funding,6621,Risk and damage evaluation,nan,
626, K,Financial and insurance activities,66,Activities auxiliary to financial services and insurance activities,662,Activities auxiliary to insurance and pension funding,6622,Activities of insurance agents and brokers,nan,
627, K,Financial and insurance activities,66,Activities auxiliary to financial services and insurance activities,662,Activities auxiliary to insurance and pension funding,6629,Other activities auxiliary to insurance and pension funding,nan,
628, K,Financial and insurance activities,66,Activities auxiliary to financial services and insurance activities,663,Fund management activities,6630,Fund management activities,nan,
629, L,Real estate activities,68,Real estate activities,681,Buying and selling of own real estate,6810,Buying and selling of own real estate,nan,
630, L,Real estate activities,68,Real estate activities,682,Renting and operating of own or leased real estate,6820,Renting and operating of own or leased real estate,nan,
631, L,Real estate activities,68,Real estate activities,682,Renting and operating of own or leased real estate,6820,Renting and operating of own or leased real estate,68201,Renting and operating of Housing Association real estate
632, L,Real estate activities,68,Real estate activities,682,Renting and operating of own or leased real estate,6820,Renting and operating of own or leased real estate,68202,Letting and operating of conference and exhibition centres
633, L,Real estate activities,68,Real estate activities,682,Renting and operating of own or leased real estate,6820,Renting and operating of own or leased real estate,68209,Letting and operating of own or leased real estate (other than Housing Association real estate and conference and exhibition services) n.e.c.
634, L,Real estate activities,68,Real estate activities,683,Real estate activities on a fee or contract basis,6831,Real estate agencies,nan,
635, L,Real estate activities,68,Real estate activities,683,Real estate activities on a fee or contract basis,6832,Management of real estate on a fee or contract basis,nan,
636, M,"Professional, scientific and technical activities",69,Legal and accounting activities,691,Legal activities,6910,Legal activities,nan,
637, M,"Professional, scientific and technical activities",69,Legal and accounting activities,691,Legal activities,6910,Legal activities,69101,Barristers at law
638, M,"Professional, scientific and technical activities",69,Legal and accounting activities,691,Legal activities,6910,Legal activities,69102,Solicitors
639, M,"Professional, scientific and technical activities",69,Legal and accounting activities,691,Legal activities,6910,Legal activities,69109,Activities of patent and copyright agents; other legal activities (other than those of barristers and solicitors) n.e.c.
640, M,"Professional, scientific and technical activities",69,Legal and accounting activities,692,"Accounting, bookkeeping and auditing activities; tax consultancy",6920,"Accounting, bookkeeping and auditing activities; tax consultancy",nan,
641, M,"Professional, scientific and technical activities",69,Legal and accounting activities,692,"Accounting, bookkeeping and auditing activities; tax consultancy",6920,"Accounting, bookkeeping and auditing activities; tax consultancy",69201,"Accounting, and auditing activities"
642, M,"Professional, scientific and technical activities",69,Legal and accounting activities,692,"Accounting, bookkeeping and auditing activities; tax consultancy",6920,"Accounting, bookkeeping and auditing activities; tax consultancy",69202,Bookkeeping activities
643, M,"Professional, scientific and technical activities",69,Legal and accounting activities,692,"Accounting, bookkeeping and auditing activities; tax consultancy",6920,"Accounting, bookkeeping and auditing activities; tax consultancy",69203,Tax consultancy
644, M,"Professional, scientific and technical activities",70,Activities of head offices; management consultancy activities,701,Activities of head offices,7010,Activities of head offices,nan,
645, M,"Professional, scientific and technical activities",70,Activities of head offices; management consultancy activities,702,Management consultancy activities,7021,Public relations and communication activities,nan,
646, M,"Professional, scientific and technical activities",70,Activities of head offices; management consultancy activities,702,Management consultancy activities,7022,Business and other management consultancy activities,nan,
647, M,"Professional, scientific and technical activities",70,Activities of head offices; management consultancy activities,702,Management consultancy activities,7022,Business and other management consultancy activities,70221,Financial management
648, M,"Professional, scientific and technical activities",70,Activities of head offices; management consultancy activities,702,Management consultancy activities,7022,Business and other management consultancy activities,70229,Management consultancy activities (other than financial management)
649, M,"Professional, scientific and technical activities",71,Architectural and engineering activities; technical testing and analysis,711,Architectural and engineering activities and related technical consultancy,7111,Architectural activities,nan,
650, M,"Professional, scientific and technical activities",71,Architectural and engineering activities; technical testing and analysis,711,Architectural and engineering activities and related technical consultancy,7111,Architectural activities,71111,Architectural activities
651, M,"Professional, scientific and technical activities",71,Architectural and engineering activities; technical testing and analysis,711,Architectural and engineering activities and related technical consultancy,7111,Architectural activities,71112,Urban planning and landscape architectural activities
652, M,"Professional, scientific and technical activities",71,Architectural and engineering activities; technical testing and analysis,711,Architectural and engineering activities and related technical consultancy,7112,Engineering activities and related technical consultancy,nan,
653, M,"Professional, scientific and technical activities",71,Architectural and engineering activities; technical testing and analysis,711,Architectural and engineering activities and related technical consultancy,7112,Engineering activities and related technical consultancy,71121,Engineering design activities for industrial process and production
654, M,"Professional, scientific and technical activities",71,Architectural and engineering activities; technical testing and analysis,711,Architectural and engineering activities and related technical consultancy,7112,Engineering activities and related technical consultancy,71122,Engineering related scientific and technical consulting activities
655, M,"Professional, scientific and technical activities",71,Architectural and engineering activities; technical testing and analysis,711,Architectural and engineering activities and related technical consultancy,7112,Engineering activities and related technical consultancy,71129,Other engineering activities (not including engineering design for industrial process and production or engineering related scientific and technical consulting activities)
656, M,"Professional, scientific and technical activities",71,Architectural and engineering activities; technical testing and analysis,712,Technical testing and analysis,7120,Technical testing and analysis,nan,
657, M,"Professional, scientific and technical activities",72,Scientific research and development,721,Research and experimental development on natural sciences and engineering,7211,Research and experimental development on biotechnology,nan,
658, M,"Professional, scientific and technical activities",72,Scientific research and development,721,Research and experimental development on natural sciences and engineering,7219,Other research and experimental development on natural sciences and engineering,nan,
659, M,"Professional, scientific and technical activities",72,Scientific research and development,722,Research and experimental development on social sciences and humanities,7220,Research and experimental development on social sciences and humanities,nan,
660, M,"Professional, scientific and technical activities",73,Advertising and market research,731,Advertising,7311,Advertising agencies,nan,
661, M,"Professional, scientific and technical activities",73,Advertising and market research,731,Advertising,7312,Media representation,nan,
662, M,"Professional, scientific and technical activities",73,Advertising and market research,732,Market research and public opinion polling,7320,Market research and public opinion polling,nan,
663, M,"Professional, scientific and technical activities",74,"Other professional, scientific and technical activities",741,Specialised design activities,7410,Specialised design activities,nan,
664, M,"Professional, scientific and technical activities",74,"Other professional, scientific and technical activities",742,Photographic activities,7420,Photographic activities,nan,
665, M,"Professional, scientific and technical activities",74,"Other professional, scientific and technical activities",742,Photographic activities,7420,Photographic activities,74201,Portrait photographic activities
666, M,"Professional, scientific and technical activities",74,"Other professional, scientific and technical activities",742,Photographic activities,7420,Photographic activities,74202,Other specialist photography (not including portrait photography)
667, M,"Professional, scientific and technical activities",74,"Other professional, scientific and technical activities",742,Photographic activities,7420,Photographic activities,74203,Film processing
668, M,"Professional, scientific and technical activities",74,"Other professional, scientific and technical activities",742,Photographic activities,7420,Photographic activities,74209,Other photographic activities (not including portrait and other specialist photography and film processing) n.e.c.
669, M,"Professional, scientific and technical activities",74,"Other professional, scientific and technical activities",743,Translation and interpretation activities,7430,Translation and interpretation activities,nan,
670, M,"Professional, scientific and technical activities",74,"Other professional, scientific and technical activities",749,"Other professional, scientific and technical activities n.e.c.",7490,"Other professional, scientific and technical activities n.e.c.",nan,
671, M,"Professional, scientific and technical activities",74,"Other professional, scientific and technical activities",749,"Other professional, scientific and technical activities n.e.c.",7490,"Other professional, scientific and technical activities n.e.c.",74901,Environmental consulting activities
672, M,"Professional, scientific and technical activities",74,"Other professional, scientific and technical activities",749,"Other professional, scientific and technical activities n.e.c.",7490,"Other professional, scientific and technical activities n.e.c.",74902,Quantity surveying activities
673, M,"Professional, scientific and technical activities",74,"Other professional, scientific and technical activities",749,"Other professional, scientific and technical activities n.e.c.",7490,"Other professional, scientific and technical activities n.e.c.",74909,"Other professional, scientific and technical activities (not including environmental consultancy or quantity surveying) n.e.c."
674, M,"Professional, scientific and technical activities",75,Veterinary activities,750,Veterinary activities,7500,Veterinary activities,nan,
675, N,Administrative and support service activities,77,Rental and leasing activities,771,Renting and leasing of motor vehicles,7711,Renting and leasing of cars and light motor vehicles,nan,
676, N,Administrative and support service activities,77,Rental and leasing activities,771,Renting and leasing of motor vehicles,7712,Renting and leasing of trucks,nan,
677, N,Administrative and support service activities,77,Rental and leasing activities,772,Renting and leasing of personal and household goods,7721,Renting and leasing of recreational and sports goods,nan,
678, N,Administrative and support service activities,77,Rental and leasing activities,772,Renting and leasing of personal and household goods,7722,Renting of video tapes and disks,nan,
679, N,Administrative and support service activities,77,Rental and leasing activities,772,Renting and leasing of personal and household goods,7729,Renting and leasing of other personal and household goods,nan,
680, N,Administrative and support service activities,77,Rental and leasing activities,772,Renting and leasing of personal and household goods,7729,Renting and leasing of other personal and household goods,77291,Renting and leasing of media entertainment equipment
681, N,Administrative and support service activities,77,Rental and leasing activities,772,Renting and leasing of personal and household goods,7729,Renting and leasing of other personal and household goods,77299,Renting and leasing of other personal and household goods (other than media entertainment equipment)
682, N,Administrative and support service activities,77,Rental and leasing activities,773,"Renting and leasing of other machinery, equipment and tangible goods",7731,Renting and leasing of agricultural machinery and equipment,nan,
683, N,Administrative and support service activities,77,Rental and leasing activities,773,"Renting and leasing of other machinery, equipment and tangible goods",7732,Renting and leasing of construction and civil engineering machinery and equipment,nan,
684, N,Administrative and support service activities,77,Rental and leasing activities,773,"Renting and leasing of other machinery, equipment and tangible goods",7733,Renting and leasing of office machinery and equipment (including computers),nan,
685, N,Administrative and support service activities,77,Rental and leasing activities,773,"Renting and leasing of other machinery, equipment and tangible goods",7734,Renting and leasing of water transport equipment,nan,
686, N,Administrative and support service activities,77,Rental and leasing activities,773,"Renting and leasing of other machinery, equipment and tangible goods",7734,Renting and leasing of water transport equipment,77341,Renting and leasing of passenger water transport equipment
687, N,Administrative and support service activities,77,Rental and leasing activities,773,"Renting and leasing of other machinery, equipment and tangible goods",7734,Renting and leasing of water transport equipment,77342,Renting and leasing of freight water transport equipment
688, N,Administrative and support service activities,77,Rental and leasing activities,773,"Renting and leasing of other machinery, equipment and tangible goods",7735,Renting and leasing of air transport equipment,nan,
689, N,Administrative and support service activities,77,Rental and leasing activities,773,"Renting and leasing of other machinery, equipment and tangible goods",7735,Renting and leasing of air transport equipment,77351,Renting and leasing of passenger air transport equipment
690, N,Administrative and support service activities,77,Rental and leasing activities,773,"Renting and leasing of other machinery, equipment and tangible goods",7735,Renting and leasing of air transport equipment,77352,Renting and leasing of freight air transport equipment
691, N,Administrative and support service activities,77,Rental and leasing activities,773,"Renting and leasing of other machinery, equipment and tangible goods",7739,"Renting and leasing of other machinery, equipment and tangible goods n.e.c.",nan,
