,Section,Section name,SIC2dg1,Division name,Group,Group name,Class,Class name,Sub class,Sub class name
692, N,Administrative and support service activities,77,Rental and leasing activities,774,"Leasing of intellectual property and similar products, except copyrighted works",7740,"Leasing of intellectual property and similar products, except copyrighted works",nan,
693, N,Administrative and support service activities,78,Employment activities,781,Activities of employment placement agencies,7810,Activities of employment placement agencies,nan,
694, N,Administrative and support service activities,78,Employment activities,781,Activities of employment placement agencies,7810,Activities of employment placement agencies,78101,"Motion picture, television and other theatrical casting"
695, N,Administrative and support service activities,78,Employment activities,781,Activities of employment placement agencies,7810,Activities of employment placement agencies,78109,"Activities of employment placement agencies (other than motion picture, television and other theatrical casting) n.e.c."
696, N,Administrative and support service activities,78,Employment activities,782,Temporary employment agency activities,7820,Temporary employment agency activities,nan,
697, N,Administrative and support service activities,78,Employment activities,783,Other human resources provision,7830,Other human resources provision,nan,
698, N,Administrative and support service activities,79,"Travel agency, tour operator and other reservation service and related activities",791,Travel agency and tour operator activities,7911,Travel agency activities,nan,
699, N,Administrative and support service activities,79,"Travel agency, tour operator and other reservation service and related activities",791,Travel agency and tour operator activities,7912,Tour operator activities,nan,
700, N,Administrative and support service activities,79,"Travel agency, tour operator and other reservation service and related activities",799,Other reservation service and related activities,7990,Other reservation service and related activities,nan,
701, N,Administrative and support service activities,79,"Travel agency, tour operator and other reservation service and related activities",799,Other reservation service and related activities,7990,Other reservation service and related activities,79901,Activities of tourist guides
702, N,Administrative and support service activities,79,"Travel agency, tour operator and other reservation service and related activities",799,Other reservation service and related activities,7990,Other reservation service and related activities,79909,Other reservation service and related activities (not including activities of tourist guides)
703, N,Administrative and support service activities,80,Security and investigation activities,801,Private security activities,8010,Private security activities,nan,
704, N,Administrative and support service activities,80,Security and investigation activities,802,Security systems service activities,8020,Security systems service activities,nan,
705, N,Administrative and support service activities,80,Security and investigation activities,803,Investigation activities,8030,Investigation activities,nan,
706, N,Administrative and support service activities,81,Services to buildings and landscape activities,811,Combined facilities support activities,8110,Combined facilities support activities,nan,
707, N,Administrative and support service activities,81,Services to buildings and landscape activities,812,Cleaning activities,8121,General cleaning of buildings,nan,
708, N,Administrative and support service activities,81,Services to buildings and landscape activities,812,Cleaning activities,8122,Other building and industrial cleaning activities,nan,
709, N,Administrative and support service activities,81,Services to buildings and landscape activities,812,Cleaning activities,8122,Other building and industrial cleaning activities,81221,Window cleaning services
710, N,Administrative and support service activities,81,Services to buildings and landscape activities,812,Cleaning activities,8122,Other building and industrial cleaning activities,81222,Specialised cleaning services
711, N,Administrative and support service activities,81,Services to buildings and landscape activities,812,Cleaning activities,8122,Other building and industrial cleaning activities,81223,Furnace and chimney cleaning services
712, N,Administrative and support service activities,81,Services to buildings and landscape activities,812,Cleaning activities,8122,Other building and industrial cleaning activities,81229,"Building and industrial cleaning activities (other than window cleaning, specialised cleaning and furnace and chimney cleaning services) n.e.c."
713, N,Administrative and support service activities,81,Services to buildings and landscape activities,812,Cleaning activities,8129,Other cleaning activities,nan,
714, N,Administrative and support service activities,81,Services to buildings and landscape activities,812,Cleaning activities,8129,Other cleaning activities,81291,Disinfecting and extermination services
715, N,Administrative and support service activities,81,Services to buildings and landscape activities,812,Cleaning activities,8129,Other cleaning activities,81299,Cleaning services (other than disinfecting and extermination services) n.e.c.
716, N,Administrative and support service activities,81,Services to buildings and landscape activities,813,Landscape service activities,8130,Landscape service activities,nan,
717, N,Administrative and support service activities,82,"Office administrative, office support and other business support activities",821,Office administrative and support activities,8211,Combined office administrative service activities,nan,
718, N,Administrative and support service activities,82,"Office administrative, office support and other business support activities",821,Office administrative and support activities,8219,"Photocopying, document preparation and other specialised office support activities",nan,
719, N,Administrative and support service activities,82,"Office administrative, office support and other business support activities",822,Activities of call centres,8220,Activities of call centres,nan,
720, N,Administrative and support service activities,82,"Office administrative, office support and other business support activities",823,Organisation of conventions and trade shows,8230,Organisation of conventions and trade shows,nan,
721, N,Administrative and support service activities,82,"Office administrative, office support and other business support activities",823,Organisation of conventions and trade shows,8230,Organisation of conventions and trade shows,82301,Activities of exhibition and fair organizers
722, N,Administrative and support service activities,82,"Office administrative, office support and other business support activities",823,Organisation of conventions and trade shows,8230,Organisation of conventions and trade shows,82302,Activities of conference organizers
723, N,Administrative and support service activities,82,"Office administrative, office support and other business support activities",829,Business support service activities n.e.c.,8291,Activities of collection agencies and credit bureaus,nan,
724, N,Administrative and support service activities,82,"Office administrative, office support and other business support activities",829,Business support service activities n.e.c.,8291,Activities of collection agencies and credit bureaus,82911,Activities of collection agencies
725, N,Administrative and support service activities,82,"Office administrative, office support and other business support activities",829,Business support service activities n.e.c.,8291,Activities of collection agencies and credit bureaus,82912,Activities of credit bureaus
726, N,Administrative and support service activities,82,"Office administrative, office support and other business support activities",829,Business support service activities n.e.c.,8292,Packaging activities,nan,
727, N,Administrative and support service activities,82,"Office administrative, office support and other business support activities",829,Business support service activities n.e.c.,8299,Other business support service activities n.e.c.,nan,
728, O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,8411,General public administration activities,nan,
729, O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,8412,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",nan,
730, O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,8413,Regulation of and contribution to more efficient operation of businesses,nan,
731, O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,842,Provision of services to the community as a whole,8421,Foreign affairs,nan,
732, O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,842,Provision of services to the community as a whole,8422,Defence activities,nan,
733, O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,842,Provision of services to the community as a whole,8423,Justice and judicial activities,nan,
734, O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,842,Provision of services to the community as a whole,8424,Public order and safety activities,nan,
735, O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,842,Provision of services to the community as a whole,8425,Fire service activities,nan,
736, O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,843,Compulsory social security activities,8430,Compulsory social security activities,nan,
737, P,Education,85,Education,851,Pre-primary education,8510,Pre-primary education,nan,
738, P,Education,85,Education,852,Primary education,8520,Primary education,nan,
739, P,Education,85,Education,853,Secondary education,8531,General secondary education,nan,
740, P,Education,85,Education,853,Secondary education,8532,Technical and vocational secondary education,nan,
741, P,Education,85,Education,854,Higher education,8541,Post-secondary non-tertiary education,nan,
742, P,Education,85,Education,854,Higher education,8542,Tertiary education,nan,
743, P,Education,85,Education,854,Higher education,8542,Tertiary education,85421,First-degree level higher education
744, P,Education,85,Education,854,Higher education,8542,Tertiary education,85422,Post-graduate level higher education
745, P,Education,85,Education,855,Other education,8551,Sports and recreation education,nan,
746, P,Education,85,Education,855,Other education,8552,Cultural education,nan,
747, P,Education,85,Education,855,Other education,8553,Driving school activities,nan,
748, P,Education,85,Education,855,Other education,8559,Other education n.e.c.,nan,
749, P,Education,85,Education,856,Educational support activities,8560,Educational support activities,nan,
750, Q,Human health and social work activities,86,Human health activities,861,Hospital activities,8610,Hospital activities,nan,
751, Q,Human health and social work activities,86,Human health activities,861,Hospital activities,8610,Hospital activities,86101,Hospital activities
752, Q,Human health and social work activities,86,Human health activities,861,Hospital activities,8610,Hospital activities,86102,Medical nursing home activities
753, Q,Human health and social work activities,86,Human health activities,862,Medical and dental practice activities,8621,General medical practice activities,nan,
754, Q,Human health and social work activities,86,Human health activities,862,Medical and dental practice activities,8622,Specialist medical practice activities,nan,
755, Q,Human health and social work activities,86,Human health activities,862,Medical and dental practice activities,8623,Dental practice activities,nan,
756, Q,Human health and social work activities,86,Human health activities,869,Other human health activities,8690,Other human health activities,nan,
757, Q,Human health and social work activities,87,Residential care activities,871,Residential nursing care activities,8710,Residential nursing care activities,nan,
758, Q,Human health and social work activities,87,Residential care activities,872,"Residential care activities for learning disabilities, mental health and substance abuse",8720,"Residential care activities for learning disabilities, mental health and substance abuse",nan,
759, Q,Human health and social work activities,87,Residential care activities,873,Residential care activities for the elderly and disabled,8730,Residential care activities for the elderly and disabled,nan,
760, Q,Human health and social work activities,87,Residential care activities,879,Other residential care activities,8790,Other residential care activities,nan,
761, Q,Human health and social work activities,88,Social work activities without accommodation,881,Social work activities without accommodation for the elderly and disabled,8810,Social work activities without accommodation for the elderly and disabled,nan,
762, Q,Human health and social work activities,88,Social work activities without accommodation,889,Other social work activities without accommodation,8891,Child day-care activities,nan,
763, Q,Human health and social work activities,88,Social work activities without accommodation,889,Other social work activities without accommodation,8899,Other social work activities without accommodation n.e.c.,nan,
764, R,"Arts, entertainment and recreation",90,"Creative, arts and entertainment activities",900,"Creative, arts and entertainment activities",9001,Performing arts,nan,
765, R,"Arts, entertainment and recreation",90,"Creative, arts and entertainment activities",900,"Creative, arts and entertainment activities",9002,Support activities to performing arts,nan,
766, R,"Arts, entertainment and recreation",90,"Creative, arts and entertainment activities",900,"Creative, arts and entertainment activities",9003,Artistic creation,nan,
767, R,"Arts, entertainment and recreation",90,"Creative, arts and entertainment activities",900,"Creative, arts and entertainment activities",9004,Operation of arts facilities,nan,
768, R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",910,"Libraries, archives, museums and other cultural activities",9101,Library and archive activities,nan,
769, R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",910,"Libraries, archives, museums and other cultural activities",9101,Library and archive activities,91011,Library activities
770, R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",910,"Libraries, archives, museums and other cultural activities",9101,Library and archive activities,91012,Archive activities
771, R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",910,"Libraries, archives, museums and other cultural activities",9102,Museum activities,nan,
772, R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",910,"Libraries, archives, museums and other cultural activities",9103,Operation of historical sites and buildings and similar visitor attractions,nan,
773, R,"Arts, entertainment and recreation",91,"Libraries, archives, museums and other cultural activities",910,"Libraries, archives, museums and other cultural activities",9104,Botanical and zoological gardens and nature reserve activities,nan,
774, R,"Arts, entertainment and recreation",92,Gambling and betting activities,920,Gambling and betting activities,9200,Gambling and betting activities,nan,
775, R,"Arts, entertainment and recreation",93,Sports activities and amusement and recreation activities,931,Sports activities,9311,Operation of sports facilities,nan,
776, R,"Arts, entertainment and recreation",93,Sports activities and amusement and recreation activities,931,Sports activities,9312,Activities of sport clubs,nan,
777, R,"Arts, entertainment and recreation",93,Sports activities and amusement and recreation activities,931,Sports activities,9313,Fitness facilities,nan,
778, R,"Arts, entertainment and recreation",93,Sports activities and amusement and recreation activities,931,Sports activities,9319,Other sports activities,nan,
779, R,"Arts, entertainment and recreation",93,Sports activities and amusement and recreation activities,931,Sports activities,9319,Other sports activities,93191,Activities of racehorse owners
780, R,"Arts, entertainment and recreation",93,Sports activities and amusement and recreation activities,931,Sports activities,9319,Other sports activities,93199,Other sports activities (not including activities of racehorse owners) n.e.c.
781, R,"Arts, entertainment and recreation",93,Sports activities and amusement and recreation activities,932,Amusement and recreation activities,9321,Activities of amusement parks and theme parks,nan,
782, R,"Arts, entertainment and recreation",93,Sports activities and amusement and recreation activities,932,Amusement and recreation activities,9329,Other amusement and recreation activities,nan,
783, S,Other service activities,94,Activities of membership organisations,941,"Activities of business, employers and professional membership organisations",9411,Activities of business and employers membership organisations,nan,
784, S,Other service activities,94,Activities of membership organisations,941,"Activities of business, employers and professional membership organisations",9412,Activities of professional membership organisations,nan,
785, S,Other service activities,94,Activities of membership organisations,942,Activities of trade unions,9420,Activities of trade unions,nan,
786, S,Other service activities,94,Activities of membership organisations,949,Activities of other membership organisations,9491,Activities of religious organisations,nan,
787, S,Other service activities,94,Activities of membership organisations,949,Activities of other membership organisations,9492,Activities of political organisations,nan,
788, S,Other service activities,94,Activities of membership organisations,949,Activities of other membership organisations,9499,Activities of other membership organisations n.e.c.,nan,
789, S,Other service activities,95,Repair of computers and personal and household goods,951,Repair of computers and communication equipment,9511,Repair of computers and peripheral equipment,nan,
790, S,Other service activities,95,Repair of computers and personal and household goods,951,Repair of computers and communication equipment,9512,Repair of communication equipment,nan,
791, S,Other service activities,95,Repair of computers and personal and household goods,952,Repair of personal and household goods,9521,Repair of consumer electronics,nan,
792, S,Other service activities,95,Repair of computers and personal and household goods,952,Repair of personal and household goods,9522,Repair of household appliances and home and garden equipment,nan,
793, S,Other service activities,95,Repair of computers and personal and household goods,952,Repair of personal and household goods,9523,Repair of footwear and leather goods,nan,
794, S,Other service activities,95,Repair of computers and personal and household goods,952,Repair of personal and household goods,9524,Repair of furniture and home furnishings,nan,
795, S,Other service activities,95,Repair of computers and personal and household goods,952,Repair of personal and household goods,9525,"Repair of watches, clocks and jewellery",nan,
796, S,Other service activities,95,Repair of computers and personal and household goods,952,Repair of personal and household goods,9529,Repair of other personal and household goods,nan,
797, S,Other service activities,96,Other personal service activities,960,Other personal service activities,9601,Washing and (dry-)cleaning of textile and fur products,nan,
798, S,Other service activities,96,Other personal service activities,960,Other personal service activities,9602,Hairdressing and other beauty treatment,nan,
799, S,Other service activities,96,Other personal service activities,960,Other personal service activities,9603,Funeral and related activities,nan,
800, S,Other service activities,96,Other personal service activities,960,Other personal service activities,9604,Physical well-being activities,nan,
801, S,Other service activities,96,Other personal service activities,960,Other personal service activities,9609,Other personal service activities n.e.c.,nan,
802, T,Activities of households as employers; undifferentiated goods-and services-producing activities of households for own use,97,Activities of households as employers of domestic personnel,970,Activities of households as employers of domestic personnel,9700,Activities of households as employers of domestic personnel,nan,
803, T,Activities of households as employers; undifferentiated goods-and services-producing activities of households for own use,98,Undifferentiated goods- and services-producing activities of private households for own use,981,Undifferentiated goods-producing activities of private households for own use,9810,Undifferentiated goods-producing activities of private households for own use,nan,
804, T,Activities of households as employers; undifferentiated goods-and services-producing activities of households for own use,98,Undifferentiated goods- and services-producing activities of private households for own use,982,Undifferentiated service-producing activities of private households for own use,9820,Undifferentiated service-producing activities of private households for own use,nan,
805, U,Activities of extraterritorial organisations and bodies,99,Activities of extraterritorial organisations and bodies,990,Activities of extraterritorial organisations and bodies,9900,Activities of extraterritorial organisations and bodies,nan,
